title,authors,abstract,arxiv_id,category,date,pdf_url
Evolutionary Architecture Search through Grammar-Based Sequence Alignment,"['Adri Gómez Martín', 'Felix Möller', 'Steven McDonagh', 'Monica Abella', 'Manuel Desco', 'Elliot J. Crowley', 'Aaron Klein', 'Linus Ericsson']","Neural architecture search (NAS) in expressive search spaces is a computationally hard problem, but it also holds the potential to automatically discover completely novel and performant architectures. To achieve this we need effective search algorithms that can identify powerful components and reuse them in new candidate architectures. In this paper, we introduce two adapted variants of the Smith-Waterman algorithm for local sequence alignment and use them to compute the edit distance in a grammar-based evolutionary architecture search. These algorithms enable us to efficiently calculate a distance metric for neural architectures and to generate a set of hybrid offspring from two parent models. This facilitates the deployment of crossover-based search heuristics, allows us to perform a thorough analysis on the architectural loss landscape, and track population diversity during search. We highlight how our method vastly improves computational complexity over previous work and enables us to efficiently compute shortest paths between architectures. When instantiating the crossover in evolutionary searches, we achieve competitive results, outperforming competing methods. Future work can build upon this new tool, discovering novel components that can be used more broadly across neural architecture design, and broadening its applications beyond NAS.",2512.04992v1,cs.NE,2025-12-04 16:57:49+00:00,https://arxiv.org/pdf/2512.04992v1
Introduction to quantum control: From basic concepts to applications in quantum technologies,['Christiane P. Koch'],"Quantum control refers to our ability to manipulate quantum systems. This tutorial-style chapter focuses on the use of classical electromagnetic fields to steer the system dynamics. In this approach, the quantum nature of the control stems solely from the underlying dynamics, through the exploitation of destructive and constructive interference to reach the control target. We first discuss two basic control principles -- coherent control which uses manipulation in frequency or time to design these interferences, and adiabatic following where access to the control target is enabled by tracking the time-dependent ground state. For complex control targets and system dynamics that exceed the scope of these basic principles, optimal control theory provides a powerful suite of tools to design the necessary protocols. A key consideration for the successful application of optimal control theory is a proper choice of the optimization functional. All concepts are illustrated using recent work from my research group, with a focus on controlling atoms and superconducting qubits. The chapter concludes with an outlook on integrating coherent control with engineered dissipation and a discussion of open questions in the field.",2512.04990v1,quant-ph,2025-12-04 16:57:38+00:00,https://arxiv.org/pdf/2512.04990v1
Strategic Self-Improvement for Competitive Agents in AI Labour Markets,"['Christopher Chiu', 'Simpson Zhang', 'Mihaela van der Schaar']","As artificial intelligence (AI) agents are deployed across economic domains, understanding their strategic behavior and market-level impact becomes critical. This paper puts forward a groundbreaking new framework that is the first to capture the real-world economic forces that shape agentic labor markets: adverse selection, moral hazard, and reputation dynamics. Our framework encapsulates three core capabilities that successful LLM-agents will need: \textbf{metacognition} (accurate self-assessment of skills), \textbf{competitive awareness} (modeling rivals and market dynamics), and \textbf{long-horizon strategic planning}. We illustrate our framework through a tractable simulated gig economy where agentic Large Language Models (LLMs) compete for jobs, develop skills, and adapt their strategies under competitive pressure. Our simulations illustrate how LLM agents explicitly prompted with reasoning capabilities learn to strategically self-improve and demonstrate superior adaptability to changing market conditions. At the market level, our simulations reproduce classic macroeconomic phenomena found in human labor markets, while controlled experiments reveal potential AI-driven economic trends, such as rapid monopolization and systemic price deflation. This work provides a foundation to further explore the economic properties of AI-driven labour markets, and a conceptual framework to study the strategic reasoning capabilities in agents competing in the emerging economy.",2512.04988v1,cs.MA,2025-12-04 16:57:28+00:00,https://arxiv.org/pdf/2512.04988v1
Nex-N1: Agentic Models Trained via a Unified Ecosystem for Large-Scale Environment Construction,"['Nex-AGI Team', ':', 'Yuxuan Cai', 'Lu Chen', 'Qiaoling Chen', 'Yuyang Ding', 'Liwen Fan', 'Wenjie Fu', 'Yufei Gao', 'Honglin Guo', 'Pinxue Guo', 'Zhenhua Han', 'Zhengfu He', 'Hanglei Hu', 'Kai Hu', 'Shengjia Hua', 'Tianyu Huai', 'Baodai Huang', 'Li Ji', 'Zhen Jiang', 'Zhikai Lei', 'Bufan Li', 'Jiahang Lin', 'Lizhi Lin', 'Jinxiu Liu', 'Shichun Liu', 'Ziming Liu', 'Yuchen Ni', 'Pengfang Qian', 'Yujiong Shen', 'Qingyun Shi', 'Wentao Shu', 'Peng Sun', 'Yiran Suo', 'Tian Tang', 'Boyu Tian', 'Guoteng Wang', 'Junzhe Wang', 'Peixin Wang', 'Zhiheng Xi', 'Hang Yan', 'Jie Yang', 'Zhixiong Yang', 'Tianchu Yao', 'Guangze Ye', 'Qianxi Yu', 'Shuo Zhang', 'Xinyue Zhang', 'Yiqi Zhang', 'Jiarong Zhao', 'Miao Zheng', 'Rui Zheng', 'Enyu Zhou', 'Jiazheng Zhou', 'Maosen Zhou', 'Yuhao Zhou', 'Tao Gui', 'Yining Zheng', 'Xinchi Chen', 'Jie Zhou', 'Siyuan Feng', 'Qin Chen', 'Liang He', 'Qi Zhang', 'Xuanjing Huang', 'Xipeng Qiu']","The evolution of Large Language Models (LLMs) from passive responders to autonomous agents necessitates a fundamental shift in learning paradigms -- from static imitation to incentive-driven decision making. However, this transition is significantly impeded by the lack of scalable infrastructure capable of constructing high-quality interaction signals for effective policy learning. To address this, we introduce a comprehensive method designed to systematically scale the diversity and complexity of interactive environments. Our method realizes this scaling by addressing three orthogonal dimensions: (1) Complexity: NexAU, a flexible agent framework that supports building complex agent hierarchies via simple configurations; (2) Diversity: NexA4A automatically generates diverse agent hierarchies from natural language to cover infinite domains; and (3) Fidelity: NexGAP bridges the simulation-reality gap by integrating dynamic real-world environment for grounded trajectories synthesis. We train Nex-N1 upon the diverse and complex interactive environments established by our infrastructure. Empirical results on benchmarks such as SWE-bench and tau2 demonstrate that Nex-N1 consistently outperforms SOTA open-source models and achieves competitive performance against frontier proprietary models on complex agentic tasks. We open-source the Nex ecosystem and model weights to facilitate further research.",2512.04987v1,cs.CL,2025-12-04 16:57:02+00:00,https://arxiv.org/pdf/2512.04987v1
Inflationary relics from an Ultra-Slow-Roll plateau,"['Albert Escrivà', 'Jaume Garriga', 'Shi Pi']","We investigate the formation of primordial black holes (PBHs) in inflationary scenarios featuring an ultra-slow-roll (USR) plateau, focusing on two coexisting production channels: PBHs originating from relic vacuum bubbles where the inflaton got trapped on the plateau, and PBHs arising from standard adiabatic density perturbations. From detailed numerical simulations we find that the bubbles are generically surrounded by type-II curvature fluctuations. Special attention is given to the distribution of initial conditions, including the relevant mean profiles and shape dispersion around them. For the adiabatic channel, we extend the logarithmic template formula $ζ[ζ_G]$, which maps the Gaussian curvature perturbation to the fully non-Gaussian one while incorporating mode evolution, and we compare this with numerical results obtained using the $δN$ formalism. While the template departs from numerical results near its logarithmic divergence, it still provides accurate threshold values for PBH formation in the parameter range relevant to our analysis. Finally, we compute the PBH mass functions for both channels. We find that the adiabatic channel dominates over the bubble-induced channel by a factor $\sim \mathcal{O}(10-10^{2})$, and that both contributions are largely dominated by the mean profiles.",2512.04986v1,astro-ph.CO,2025-12-04 16:56:44+00:00,https://arxiv.org/pdf/2512.04986v1
Towards a unified framework for guided diffusion models,"['Yuchen Jiao', 'Yuxin Chen', 'Gen Li']","Guided or controlled data generation with diffusion models\blfootnote{Partial preliminary results of this work appeared in International Conference on Machine Learning 2025 \citep{li2025provable}.} has become a cornerstone of modern generative modeling. Despite substantial advances in diffusion model theory, the theoretical understanding of guided diffusion samplers remains severely limited. We make progress by developing a unified algorithmic and theoretical framework that accommodates both diffusion guidance and reward-guided diffusion. Aimed at fine-tuning diffusion models to improve certain rewards, we propose injecting a reward guidance term -- constructed from the difference between the original and reward-reweighted scores -- into the backward diffusion process, and rigorously quantify the resulting reward improvement over the unguided counterpart. As a key application, our framework shows that classifier-free guidance (CFG) decreases the expected reciprocal of the classifier probability, providing the first theoretical characterization of the specific performance metric that CFG improves for general target distributions. When applied to reward-guided diffusion, our framework yields a new sampler that is easy-to-train and requires no full diffusion trajectories during training. Numerical experiments further corroborate our theoretical findings.",2512.04985v1,stat.ML,2025-12-04 16:55:20+00:00,https://arxiv.org/pdf/2512.04985v1
Federated Learning for Terahertz Wireless Communication,"['O. Tansel Baydas', 'Ozgur B. Akan']","The convergence of Terahertz (THz) communications and Federated Learning (FL) promises ultra-fast distributed learning, yet the impact of realistic wideband impairments on optimization dynamics remains theoretically uncharacterized. This paper bridges this gap by developing a multicarrier stochastic framework that explicitly couples local gradient updates with frequency-selective THz effects, including beam squint, molecular absorption, and jitter. Our analysis uncovers a critical diversity trap: under standard unbiased aggregation, the convergence error floor is driven by the harmonic mean of subcarrier SNRs. Consequently, a single spectral hole caused by severe beam squint can render the entire bandwidth useless for reliable model updates. We further identify a fundamental bandwidth limit, revealing that expanding the spectrum beyond a critical point degrades convergence due to the integration of thermal noise and gain collapse at band edges. Finally, we demonstrate that an SNR-weighted aggregation strategy is necessary to suppress the variance singularity at these spectral holes, effectively recovering convergence in high-squint regimes where standard averaging fails. Numerical results validate the expected impact of the discussed physical layer parameters' on performance of THz-FL systems.",2512.04984v1,cs.DC,2025-12-04 16:55:14+00:00,https://arxiv.org/pdf/2512.04984v1
Operator Formalism for Laser-Plasma Wakefield Acceleration,"['Mostafa Behtouei', 'Carlos Salgado Lopez', 'Giancarlo Gatti']","In this paper, we develop an operator-based framework for laser--plasma wakefield acceleration (LPWA) in capillary discharges, providing a compact and systematic description of the coupled dynamics of laser fields and plasma response. The formalism employs key operators: the transverse modal operator $\hat{K}$, the nonlinear plasma operator $\hat{N}[Ψ]$, the plasma oscillation operator $\hatΩ_p^{\,2}$, and the ponderomotive source operator $\hatα$, which together describe mode coupling, plasma oscillations, and nonlinear feedback induced by the ponderomotive force. In the linear regime, the system is characterized by invariant subspaces associated with stable modal structures, while nonlinear interactions break these invariances, leading to mode mixing and complex dynamics. The approach establishes a direct connection between LPWA and Hilbert-space operator theory, including the invariant subspace, providing a formal mathematical interpretation of energy transfer and wakefield formation. Furthermore, the operator formalism integrates with neural operator methods, allowing efficient approximation of $\hat{N}$ and $\hatα$ for reduced-order modeling and predictive control. This hybrid physics--AI framework offers a robust foundation for modeling, analysis, and optimization of high-intensity laser--plasma interactions in next-generation accelerator experiments.",2512.04982v1,physics.plasm-ph,2025-12-04 16:54:15+00:00,https://arxiv.org/pdf/2512.04982v1
Aligned but Stereotypical? The Hidden Influence of System Prompts on Social Bias in LVLM-Based Text-to-Image Models,"['NaHyeon Park', 'Namin An', 'Kunhee Kim', 'Soyeon Yoon', 'Jiahao Huo', 'Hyunjung Shim']","Large vision-language model (LVLM) based text-to-image (T2I) systems have become the dominant paradigm in image generation, yet whether they amplify social biases remains insufficiently understood. In this paper, we show that LVLM-based models produce markedly more socially biased images than non-LVLM-based models. We introduce a 1,024 prompt benchmark spanning four levels of linguistic complexity and evaluate demographic bias across multiple attributes in a systematic manner. Our analysis identifies system prompts, the predefined instructions guiding LVLMs, as a primary driver of biased behavior. Through decoded intermediate representations, token-probability diagnostics, and embedding-association analyses, we reveal how system prompts encode demographic priors that propagate into image synthesis. To this end, we propose FairPro, a training-free meta-prompting framework that enables LVLMs to self-audit and construct fairness-aware system prompts at test time. Experiments on two LVLM-based T2I models, SANA and Qwen-Image, show that FairPro substantially reduces demographic bias while preserving text-image alignment. We believe our findings provide deeper insight into the central role of system prompts in bias propagation and offer a practical, deployable approach for building more socially responsible T2I systems.",2512.04981v1,cs.CV,2025-12-04 16:52:45+00:00,https://arxiv.org/pdf/2512.04981v1
Learning Causality for Longitudinal Data,['Mouad EL Bouchattaoui'],"This thesis develops methods for causal inference and causal representation learning (CRL) in high-dimensional, time-varying data.
  The first contribution introduces the Causal Dynamic Variational Autoencoder (CDVAE), a model for estimating Individual Treatment Effects (ITEs) by capturing unobserved heterogeneity in treatment response driven by latent risk factors that affect only outcomes. CDVAE comes with theoretical guarantees on valid latent adjustment and generalization bounds for ITE error. Experiments on synthetic and real datasets show that CDVAE outperforms baselines, and that state-of-the-art models greatly improve when augmented with its latent substitutes, approaching oracle performance without access to true adjustment variables.
  The second contribution proposes an efficient framework for long-term counterfactual regression based on RNNs enhanced with Contrastive Predictive Coding (CPC) and InfoMax. It captures long-range dependencies under time-varying confounding while avoiding the computational cost of transformers, achieving state-of-the-art results and introducing CPC into causal inference.
  The third contribution advances CRL by addressing how latent causes manifest in observed variables. We introduce a model-agnostic interpretability layer based on the geometry of the decoder Jacobian. A sparse self-expression prior induces modular, possibly overlapping groups of observed features aligned with shared latent influences. We provide recovery guarantees in both disjoint and overlapping settings and show that meaningful latent-to-observed structure can be recovered without anchor features or single-parent assumptions. Scalable Jacobian-based regularization techniques are also developed.",2512.04980v1,stat.ML,2025-12-04 16:51:49+00:00,https://arxiv.org/pdf/2512.04980v1
Thermodynamics vs Teleodynamics: A Cosmological Divide?,"['Oem Trivedi', 'Venkat Venkatasubramanian']","We show that stationary black holes and the evolving universe belong to fundamentally different thermodynamic regimes: black holes obey ordinary Bekenstein Hawking thermodynamics, whereas cosmology necessarily follows memory-bearing teleodynamics. We show that teleodynamics is not valid for black holes, but is unavoidable in an expanding cosmology. This provides a dynamical, semi-classical realization of the thermodynamic split conjecture and identifies memory accumulation as the natural source of deviations from the area law in cosmology. Our results suggest that quantum gravity should not seek to extrapolate black hole thermodynamics to the universe, but instead must incorporate horizon memory as a fundamental microscopic ingredient and consider cosmological constructions consistent with that.",2512.04977v1,gr-qc,2025-12-04 16:50:26+00:00,https://arxiv.org/pdf/2512.04977v1
Multipole decomposition of the gravitational field of a point mass at the black hole horizon,"['João P. B. Brito', 'Atsushi Higuchi', 'Luís C. B. Crispino']","The portion of the gravitational energy absorbed by the black hole due to the radial infall of a point mass is known to diverge at leading order in perturbation theory. This divergence is an artifact of the point-particle model, where the contribution of each multipole to the total absorbed energy is observed to be roughly constant. We show explicitly that this divergent energy arises from the infinite energy present in the singular static field arbitrarily close to the point mass, which also flows into the black hole when the particle trajectory crosses the horizon. We perform a multipole decomposition of the linearized gravitational field generated by the point mass near its world line at the black hole horizon. By applying the standard field-theoretical approach to the particle field, we compute the corresponding partial energy and find that it matches the constant multipole contribution.",2512.04976v1,gr-qc,2025-12-04 16:49:24+00:00,https://arxiv.org/pdf/2512.04976v1
Efficient Generative Transformer Operators For Million-Point PDEs,"['Armand Kassaï Koupaï', 'Lise Le Boudec', 'Patrick Gallinari']","We introduce ECHO, a transformer-operator framework for generating million-point PDE trajectories. While existing neural operators (NOs) have shown promise for solving partial differential equations, they remain limited in practice due to poor scalability on dense grids, error accumulation during dynamic unrolling, and task-specific design. ECHO addresses these challenges through three key innovations. (i) It employs a hierarchical convolutional encode-decode architecture that achieves a 100 $\times$ spatio-temporal compression while preserving fidelity on mesh points. (ii) It incorporates a training and adaptation strategy that enables high-resolution PDE solution generation from sparse input grids. (iii) It adopts a generative modeling paradigm that learns complete trajectory segments, mitigating long-horizon error drift. The training strategy decouples representation learning from downstream task supervision, allowing the model to tackle multiple tasks such as trajectory generation, forward and inverse problems, and interpolation. The generative model further supports both conditional and unconditional generation. We demonstrate state-of-the-art performance on million-point simulations across diverse PDE systems featuring complex geometries, high-frequency dynamics, and long-term horizons.",2512.04974v1,cs.LG,2025-12-04 16:46:48+00:00,https://arxiv.org/pdf/2512.04974v1
Stable Single-Pixel Contrastive Learning for Semantic and Geometric Tasks,"['Leonid Pogorelyuk', 'Niels Bracher', 'Aaron Verkleeren', 'Lars Kühmichel', 'Stefan T. Radev']",We pilot a family of stable contrastive losses for learning pixel-level representations that jointly capture semantic and geometric information. Our approach maps each pixel of an image to an overcomplete descriptor that is both view-invariant and semantically meaningful. It enables precise point-correspondence across images without requiring momentum-based teacher-student training. Two experiments in synthetic 2D and 3D environments demonstrate the properties of our loss and the resulting overcomplete representations.,2512.04970v1,cs.CV,2025-12-04 16:38:26+00:00,https://arxiv.org/pdf/2512.04970v1
Rethinking the Use of Vision Transformers for AI-Generated Image Detection,"['NaHyeon Park', 'Kunhee Kim', 'Junsuk Choe', 'Hyunjung Shim']","Rich feature representations derived from CLIP-ViT have been widely utilized in AI-generated image detection. While most existing methods primarily leverage features from the final layer, we systematically analyze the contributions of layer-wise features to this task. Our study reveals that earlier layers provide more localized and generalizable features, often surpassing the performance of final-layer features in detection tasks. Moreover, we find that different layers capture distinct aspects of the data, each contributing uniquely to AI-generated image detection. Motivated by these findings, we introduce a novel adaptive method, termed MoLD, which dynamically integrates features from multiple ViT layers using a gating-based mechanism. Extensive experiments on both GAN- and diffusion-generated images demonstrate that MoLD significantly improves detection performance, enhances generalization across diverse generative models, and exhibits robustness in real-world scenarios. Finally, we illustrate the scalability and versatility of our approach by successfully applying it to other pre-trained ViTs, such as DINOv2.",2512.04969v1,cs.CV,2025-12-04 16:37:47+00:00,https://arxiv.org/pdf/2512.04969v1
Balanced Few-Shot Episodic Learning for Accurate Retinal Disease Diagnosis,"['Jasmaine Khale', 'Ravi Prakash Srivastava']","Automated retinal disease diagnosis is vital given the rising prevalence of conditions such as diabetic retinopathy and macular degeneration. Conventional deep learning approaches require large annotated datasets, which are costly and often imbalanced across disease categories, limiting their reliability in practice. Few-shot learning (FSL) addresses this challenge by enabling models to generalize from only a few labeled samples per class. In this study,we propose a balanced few-shot episodic learning framework tailored to the Retinal Fundus Multi-Disease Image Dataset (RFMiD). Focusing on the ten most represented classes, which still show substantial imbalance between majority diseases (e.g., Diabetic Retinopathy, Macular Hole) and minority ones (e.g., Optic Disc Edema, Branch Retinal Vein Occlusion), our method integrates three key components: (i) balanced episodic sampling, ensuring equal participation of all classes in each 5-way 5-shot episode; (ii) targeted augmentation, including Contrast Limited Adaptive Histogram Equalization (CLAHE) and color/geometry transformations, to improve minority-class di- versity; and (iii) a ResNet-50 encoder pretrained on ImageNet, selected for its superior ability to capture fine-grained retinal features. Prototypes are computed in the embedding space and classification is performed with cosine similarity for improved stability. Trained on 100 episodes and evaluated on 1,000 test episodes, our framework achieves substantial accuracy gains and reduces bias toward majority classes, with notable improvements for underrepresented diseases. These results demonstrate that dataset-aware few-shot pipelines, combined with balanced sampling and CLAHE-enhanced preprocessing, can deliver more robust and clinically fair retinal disease diagnosis under data-constrained conditions.",2512.04967v1,cs.CV,2025-12-04 16:35:54+00:00,https://arxiv.org/pdf/2512.04967v1
Environment-Aware Channel Inference via Cross-Modal Flow: From Multimodal Sensing to Wireless Channels,"['Guangming Liang', 'Mingjie Yang', 'Dongzhu Liu', 'Paul Henderson', 'Lajos Hanzo']","Accurate channel state information (CSI) underpins reliable and efficient wireless communication. However, acquiring CSI via pilot estimation incurs substantial overhead, especially in massive multiple-input multiple-output (MIMO) systems operating in high-Doppler environments. By leveraging the growing availability of environmental sensing data, this treatise investigates pilot-free channel inference that estimates complete CSI directly from multimodal observations, including camera images, LiDAR point clouds, and GPS coordinates. In contrast to prior studies that rely on predefined channel models, we develop a data-driven framework that formulates the sensing-to-channel mapping as a cross-modal flow matching problem. The framework fuses multimodal features into a latent distribution within the channel domain, and learns a velocity field that continuously transforms the latent distribution toward the channel distribution. To make this formulation tractable and efficient, we reformulate the problem as an equivalent conditional flow matching objective and incorporate a modality alignment loss, while adopting low-latency inference mechanisms to enable real-time CSI estimation. In experiments, we build a procedural data generator based on Sionna and Blender to support realistic modeling of sensing scenes and wireless propagation. System-level evaluations demonstrate significant improvements over pilot- and sensing-based benchmarks in both channel estimation accuracy and spectral efficiency for the downstream beamforming task.",2512.04966v1,cs.IT,2025-12-04 16:35:09+00:00,https://arxiv.org/pdf/2512.04966v1
HiPPO: Exploring A Novel Hierarchical Pronunciation Assessment Approach for Spoken Languages,"['Bi-Cheng Yan', 'Hsin-Wei Wang', 'Fu-An Chao', 'Tien-Hong Lo', 'Yung-Chang Hsu', 'Berlin Chen']","Automatic pronunciation assessment (APA) seeks to quantify a second language (L2) learner's pronunciation proficiency in a target language by offering timely and fine-grained diagnostic feedback. Most existing efforts on APA have predominantly concentrated on highly constrained reading-aloud tasks (where learners are prompted to read a reference text aloud); however, assessing pronunciation quality in unscripted speech (or free-speaking scenarios) remains relatively underexplored. In light of this, we first propose HiPPO, a hierarchical pronunciation assessment model tailored for spoken languages, which evaluates an L2 learner's oral proficiency at multiple linguistic levels based solely on the speech uttered by the learner. To improve the overall accuracy of assessment, a contrastive ordinal regularizer and a curriculum learning strategy are introduced for model training. The former aims to generate score-discriminative features by exploiting the ordinal nature of regression targets, while the latter gradually ramps up the training complexity to facilitate the assessment task that takes unscripted speech as input. Experiments conducted on the Speechocean762 benchmark dataset validates the feasibility and superiority of our method in relation to several cutting-edge baselines.",2512.04964v1,eess.AS,2025-12-04 16:32:32+00:00,https://arxiv.org/pdf/2512.04964v1
Convergence of sample-based quantum diagonalization on a variable-length cuprate chain,"['L. Andrew Wray', 'Cheng-Ju Lin', 'Vincent Su', 'Hrant Gharibyan']","Sample-based quantum diagonalization (SQD) is an algorithm for hybrid quantum-classical molecular simulation that has been of broad interest for application with noisy intermediate scale quantum (NISQ) devices. However, SQD does not always converge on a practical timescale. Here, we explore scaling of the algorithm for a variable-length molecule made up of 2 to 6 copper oxide plaquettes with a minimal molecular orbital basis. The results demonstrate that enabling all-to-all connectivity, instituting a higher expansion order for the SQD algorithm, and adopting a non-Hartree-Fock molecular orbital basis can all play significant roles in overcoming sampling bottlenecks, though with tradeoffs that need to be weighed against the capabilities of quantum and classical hardware. Additionally, we find that noise on a real quantum computer, the Quantinuum H2 trapped ion device, can improve energy convergence beyond expectations based on noise-free statevector simulations.",2512.04962v1,quant-ph,2025-12-04 16:30:42+00:00,https://arxiv.org/pdf/2512.04962v1
Hybrid-Diffusion Models: Combining Open-loop Routines with Visuomotor Diffusion Policies,"['Jonne Van Haastregt', 'Bastian Orthmann', 'Michael C. Welle', 'Yuchong Zhang', 'Danica Kragic']","Despite the fact that visuomotor-based policies obtained via imitation learning demonstrate good performances in complex manipulation tasks, they usually struggle to achieve the same accuracy and speed as traditional control based methods. In this work, we introduce Hybrid-Diffusion models that combine open-loop routines with visuomotor diffusion policies. We develop Teleoperation Augmentation Primitives (TAPs) that allow the operator to perform predefined routines, such as locking specific axes, moving to perching waypoints, or triggering task-specific routines seamlessly during demonstrations. Our Hybrid-Diffusion method learns to trigger such TAPs during inference. We validate the method on challenging real-world tasks: Vial Aspiration, Open-Container Liquid Transfer, and container unscrewing. All experimental videos are available on the project's website: https://hybriddiffusion.github.io/",2512.04960v1,cs.RO,2025-12-04 16:29:06+00:00,https://arxiv.org/pdf/2512.04960v1
Realizable Abstractions: Near-Optimal Hierarchical Reinforcement Learning,"['Roberto Cipollone', 'Luca Iocchi', 'Matteo Leonetti']","The main focus of Hierarchical Reinforcement Learning (HRL) is studying how large Markov Decision Processes (MDPs) can be more efficiently solved when addressed in a modular way, by combining partial solutions computed for smaller subtasks. Despite their very intuitive role for learning, most notions of MDP abstractions proposed in the HRL literature have limited expressive power or do not possess formal efficiency guarantees. This work addresses these fundamental issues by defining Realizable Abstractions, a new relation between generic low-level MDPs and their associated high-level decision processes. The notion we propose avoids non-Markovianity issues and has desirable near-optimality guarantees. Indeed, we show that any abstract policy for Realizable Abstractions can be translated into near-optimal policies for the low-level MDP, through a suitable composition of options. As demonstrated in the paper, these options can be expressed as solutions of specific constrained MDPs. Based on these findings, we propose RARL, a new HRL algorithm that returns compositional and near-optimal low-level policies, taking advantage of the Realizable Abstraction given in the input. We show that RARL is Probably Approximately Correct, it converges in a polynomial number of samples, and it is robust to inaccuracies in the abstraction.",2512.04958v1,cs.LG,2025-12-04 16:26:56+00:00,https://arxiv.org/pdf/2512.04958v1
"LLMs Know More Than Words: A Genre Study with Syntax, Metaphor & Phonetics","['Weiye Shi', 'Zhaowei Zhang', 'Shaoheng Yan', 'Yaodong Yang']","Large language models (LLMs) demonstrate remarkable potential across diverse language related tasks, yet whether they capture deeper linguistic properties, such as syntactic structure, phonetic cues, and metrical patterns from raw text remains unclear. To analysis whether LLMs can learn these features effectively and apply them to important nature language related tasks, we introduce a novel multilingual genre classification dataset derived from Project Gutenberg, a large-scale digital library offering free access to thousands of public domain literary works, comprising thousands of sentences per binary task (poetry vs. novel;drama vs. poetry;drama vs. novel) in six languages (English, French, German, Italian, Spanish, and Portuguese). We augment each with three explicit linguistic feature sets (syntactic tree structures, metaphor counts, and phonetic metrics) to evaluate their impact on classification performance. Experiments demonstrate that although LLM classifiers can learn latent linguistic structures either from raw text or from explicitly provided features, different features contribute unevenly across tasks, which underscores the importance of incorporating more complex linguistic signals during model training.",2512.04957v1,cs.CL,2025-12-04 16:26:42+00:00,https://arxiv.org/pdf/2512.04957v1
Amortized Inference of Multi-Modal Posteriors using Likelihood-Weighted Normalizing Flows,['Rajneil Baruah'],"We present a novel technique for amortized posterior estimation using Normalizing Flows trained with likelihood-weighted importance sampling. This approach allows for the efficient inference of theoretical parameters in high-dimensional inverse problems without the need for posterior training samples. We implement the method on multi-modal benchmark tasks in 2D and 3D to check for the efficacy. A critical observation of our study is the impact of the topology of the base distributions on the modelled posteriors. We find that standard unimodal base distributions fail to capture disconnected support, resulting in spurious probability bridges between modes. We demonstrate that initializing the flow with a Gaussian Mixture Model that matches the cardinality of the target modes significantly improves reconstruction fidelity, as measured by some distance and divergence metrics.",2512.04954v1,cs.LG,2025-12-04 16:22:53+00:00,https://arxiv.org/pdf/2512.04954v1
Circuit Quantum Acoustodynamics in a Scalable Phononic Integrated Circuit Architecture,"['Weiting Wang', 'Lintao Xiao', 'Bo Zhang', 'Yu Zeng', 'Ziyue Hua', 'Chuanlong Ma', 'Hongwei Huang', 'Yifang Xu', 'Jia-Qi Wang', 'Guangming Xue', 'Haifeng Yu', 'Xin-Biao Xu', 'Chang-Ling Zou', 'Luyan Sun']","Previous demonstrations of quantum acoustic systems have been limited to isolated devices, with limited capability to route phonons and interconnect multi-port acoustic elements for further extension. Here, we demonstrate a scalable architecture for circuit quantum acoustodynamics (cQAD) by integrating superconducting qubits with suspension-free phononic integrated circuits (PnICs). Coherent coupling between tunable transmon qubits and waveguide-integrated phononic cavities, including Fabry-Perot cavities via monolithic integration and microring cavities via flip-chip assembly, has been achieved, producing a pronounced enhancement of phonon emission with a Purcell factor of ~19. These devices represent elementary building blocks for scalable phononic circuits, establishing the foundation for phonon-based quantum information processors and the testbed for novel quantum acoustic phenomena.",2512.04953v1,quant-ph,2025-12-04 16:21:47+00:00,https://arxiv.org/pdf/2512.04953v1
FASTer: Toward Efficient Autoregressive Vision Language Action Modeling via neural Action Tokenization,"['Yicheng Liu', 'Shiduo Zhang', 'Zibin Dong', 'Baijun Ye', 'Tianyuan Yuan', 'Xiaopeng Yu', 'Linqi Yin', 'Chenhao Lu', 'Junhao Shi', 'Luca Jiang-Tao Yu', 'Liangtao Zheng', 'Tao Jiang', 'Jingjing Gong', 'Xipeng Qiu', 'Hang Zhao']","Autoregressive vision-language-action (VLA) models have recently demonstrated strong capabilities in robotic manipulation. However, their core process of action tokenization often involves a trade-off between reconstruction fidelity and inference efficiency. We introduce FASTer, a unified framework for efficient and generalizable robot learning that integrates a learnable tokenizer with an autoregressive policy built upon it. FASTerVQ encodes action chunks as single-channel images, capturing global spatio-temporal dependencies while maintaining a high compression ratio. FASTerVLA builds on this tokenizer with block-wise autoregressive decoding and a lightweight action expert, achieving both faster inference and higher task performance. Extensive experiments across simulated and real-world benchmarks show that FASTerVQ delivers superior reconstruction quality, high token utilization, and strong cross-task and cross-embodiment generalization, while FASTerVLA further improves overall capability, surpassing previous state-of-the-art VLA models in both inference speed and task performance.",2512.04952v1,cs.CV,2025-12-04 16:21:38+00:00,https://arxiv.org/pdf/2512.04952v1
