title,authors,abstract,arxiv_id,category,date,pdf_url,query_used
Nonlinear Splitting for Gradient-Based Unconstrained and Adjoint Optimization,"['Brian K. Tran', 'Ben S. Southworth', 'David B. Cavender', 'Sam Olivier', 'Syed A. Shah', 'Tommaso Buvoli']","High dimensional and/or nonconvex optimization remains a challenging and important problem across a wide range of fields, such as machine learning, data assimilation, and partial differential equation (PDE) constrained optimization. Here we consider gradient-based methods for solving unconstrained and constrained optimization problems, and introduce the concept of nonlinear splitting to improve accuracy and efficiency. For unconstrained optimization, we consider splittings of the gradient to depend on two arguments, leading to semi-implicit gradient optimization algorithms. In the context of adjoint-based constrained optimization, we propose a splitting of the constraint $F(\mathbf{x},θ)$, effectively expanding the space on which we can evaluate the ``gradient''. In both cases, the formalism further allows natural coupling of nonlinearly split optimization methods with acceleration techniques, such as Nesterov or Anderson acceleration. The framework is demonstrated to outperform existing methods in terms of accuracy and/or runtime on a handful of diverse optimization problems. This includes low-dimensional analytic nonconvex functions, high-dimensional nonlinear least squares in quantum tomography, and PDE-constrained optimization of kinetic equations, where the total number of high-dimensional kinetic solves is reduced by a factor of three compared with standard adjoint optimization.",2508.20280v1,math.OC,2025-08-27 21:22:44+00:00,https://arxiv.org/pdf/2508.20280v1,"""quantum machine learning"" AND ""differential equation"""
Numerical Optimization for Tensor Disentanglement,"['Julia Wei', 'Alec Dektor', 'Chungen Shen', 'Zaiwen Wen', 'Chao Yang']","Tensor networks provide compact and scalable representations of high-dimensional data, enabling efficient computation in fields such as quantum physics, numerical partial differential equations (PDEs), and machine learning. This paper focuses on tensor disentangling, the task of identifying transformations that reduce bond dimensions by exploiting gauge freedom in the network. We formulate this task as an optimization problem over orthogonal matrices acting on a single tensor's indices, aiming to minimize the rank of its matricized form. We present Riemannian optimization methods and a joint optimization framework that alternates between optimizing the orthogonal transformation for a fixed low-rank approximation and optimizing the low-rank approximation for a fixed orthogonal transformation, offering a competitive alternative when the target rank is known. To seek the often unknown optimal rank, we introduce a binary search strategy integrated with the disentangling procedure. Numerical experiments on random tensors and tensors in an approximate isometric tensor network state are performed to compare different optimization methods and explore the possibility of combining different methods in a hybrid approach.",2508.19409v1,math.NA,2025-08-26 20:17:48+00:00,https://arxiv.org/pdf/2508.19409v1,"""quantum machine learning"" AND ""differential equation"""
Carleman Linearization of Differential-Algebraic Equations Systems,"['Marcos A. Hernandez-Ortega', 'C. M. Rergis', 'A. Roman-Messina', 'Erlan R. Murillo-Aguirre']","Carleman linearization is a mathematical technique that transforms nonlinear dynamical systems into infinite-dimensional linear systems, enabling simplified analysis. Initially developed for ordinary differential equations (ODEs) and later extended to partial differential equations (PDEs), it has found applications in control theory, biological systems, fluid dynamics, quantum mechanics, finance, and machine learning. This paper extends Carleman linearization to differential-algebraic equation (DAE) systems by introducing auxiliary functions and projecting the resulting system onto a higher-order ODE representation. Theoretical foundations are presented along with conditions under which the transformation is valid. The method is demonstrated on synthetic DAE examples, highlighting its effectiveness even when projection from algebraic variables to state variables is nontrivial or undefined.",2509.00004v1,math.OC,2025-08-07 23:55:32+00:00,https://arxiv.org/pdf/2509.00004v1,"""quantum machine learning"" AND ""differential equation"""
ResQ: A Novel Framework to Implement Residual Neural Networks on Analog Rydberg Atom Quantum Computers,"['Nicholas S. DiBrita', 'Jason Han', 'Tirthak Patel']","Research in quantum machine learning has recently proliferated due to the potential of quantum computing to accelerate machine learning. An area of machine learning that has not yet been explored is neural ordinary differential equation (neural ODE) based residual neural networks (ResNets), which aim to improve the effectiveness of neural networks using the principles of ordinary differential equations. In this work, we present our insights about why analog Rydberg atom quantum computers are especially well-suited for ResNets. We also introduce ResQ, a novel framework to optimize the dynamics of Rydberg atom quantum computers to solve classification problems in machine learning using analog quantum neural ODEs.",2506.21537v1,quant-ph,2025-06-26 17:55:12+00:00,https://arxiv.org/pdf/2506.21537v1,"""quantum machine learning"" AND ""differential equation"""
SPDEBench: An Extensive Benchmark for Learning Regular and Singular Stochastic PDEs,"['Zheyan Li', 'Yuantu Zhu', 'Hao Ni', 'Siran Li', 'Bingguang Chen', 'Qi Meng']","Stochastic Partial Differential Equations (SPDEs) driven by random noise play a central role in modelling physical processes whose spatio-temporal dynamics can be rough, such as turbulence flows, superconductors, and quantum dynamics. To efficiently model these processes and make predictions, machine learning (ML)-based surrogate models are proposed, with their network architectures incorporating the spatio-temporal roughness in their design. However, it lacks an extensive and unified datasets for SPDE learning; especially, existing datasets do not account for the computational error introduced by noise sampling and the necessary renormalization required for handling singular SPDEs. We thus introduce SPDEBench, which is designed to solve typical SPDEs of physical significance (e.g., the $Φ^4_d$, wave, incompressible Navier--Stokes, and KdV equations) on 1D or 2D tori driven by white noise via ML methods. New datasets for singular SPDEs based on the renormalization process have been constructed, and novel ML models achieving the best results to date have been proposed. In particular, we investigate the impact of computational error introduced by noise sampling and renormalization on the performance comparison of ML models and highlight the importance of selecting high-quality test data for accurate evaluation. Results are benchmarked with traditional numerical solvers and ML-based models, including FNO, NSPDE and DLR-Net, etc. It is shown that, for singular SPDEs, naively applying ML models on data without specifying the numerical schemes can lead to significant errors and misleading conclusions. Our SPDEBench provides an open-source codebase that ensures full reproducibility of benchmarking across a variety of SPDE datasets while offering the flexibility to incorporate new datasets and machine learning baselines, making it a valuable resource for the community.",2505.18511v1,cs.LG,2025-05-24 05:15:45+00:00,https://arxiv.org/pdf/2505.18511v1,"""quantum machine learning"" AND ""differential equation"""
Quantum Optimization via Gradient-Based Hamiltonian Descent,"['Jiaqi Leng', 'Bin Shi']","With rapid advancements in machine learning, first-order algorithms have emerged as the backbone of modern optimization techniques, owing to their computational efficiency and low memory requirements. Recently, the connection between accelerated gradient methods and damped heavy-ball motion, particularly within the framework of Hamiltonian dynamics, has inspired the development of innovative quantum algorithms for continuous optimization. One such algorithm, Quantum Hamiltonian Descent (QHD), leverages quantum tunneling to escape saddle points and local minima, facilitating the discovery of global solutions in complex optimization landscapes. However, QHD faces several challenges, including slower convergence rates compared to classical gradient methods and limited robustness in highly non-convex problems due to the non-local nature of quantum states. Furthermore, the original QHD formulation primarily relies on function value information, which limits its effectiveness. Inspired by insights from high-resolution differential equations that have elucidated the acceleration mechanisms in classical methods, we propose an enhancement to QHD by incorporating gradient information, leading to what we call gradient-based QHD. Gradient-based QHD achieves faster convergence and significantly increases the likelihood of identifying global solutions. Numerical simulations on challenging problem instances demonstrate that gradient-based QHD outperforms existing quantum and classical methods by at least an order of magnitude.",2505.14670v1,quant-ph,2025-05-20 17:55:52+00:00,https://arxiv.org/pdf/2505.14670v1,"""quantum machine learning"" AND ""differential equation"""
Redefining Neural Operators in $d+1$ Dimensions,"['Haoze Song', 'Zhihao Li', 'Xiaobo Zhang', 'Zecheng Gan', 'Zhilu Lai', 'Wei Wang']","Neural Operators have emerged as powerful tools for learning mappings between function spaces. Among them, the kernel integral operator has been widely validated on universally approximating various operators. Although many advancements following this definition have developed effective modules to better approximate the kernel function defined on the original domain (with $d$ dimensions, $d=1, 2, 3\dots$), the unclarified evolving mechanism in the embedding spaces blocks researchers' view to design neural operators that can fully capture the target system evolution.
  Drawing on the Schrödingerisation method in quantum simulations of partial differential equations (PDEs), we elucidate the linear evolution mechanism in neural operators. Based on that, we redefine neural operators on a new $d+1$ dimensional domain. Within this framework, we implement a Schrödingerised Kernel Neural Operator (SKNO) aligning better with the $d+1$ dimensional evolution. In experiments, the $d+1$ dimensional evolving designs in our SKNO consistently outperform other baselines across ten benchmarks of increasing difficulty, ranging from the simple 1D heat equation to the highly nonlinear 3D Rayleigh-Taylor instability. We also validate the resolution-invariance of SKNO on mixing-resolution training and zero-shot super-resolution tasks. In addition, we show the impact of different lifting and recovering operators on the prediction within the redefined NO framework, reflecting the alignment between our model and the underlying $d+1$ dimensional evolution.",2505.11766v2,cs.LG,2025-05-17 00:15:00+00:00,https://arxiv.org/pdf/2505.11766v2,"""quantum machine learning"" AND ""differential equation"""
Reinforcement Learning Closures for Underresolved Partial Differential Equations using Synthetic Data,"['Lothar Heimbach', 'Sebastian Kaltenbach', 'Petr Karnakov', 'Francis J. Alexander', 'Petros Koumoutsakos']","Partial Differential Equations (PDEs) describe phenomena ranging from turbulence and epidemics to quantum mechanics and financial markets. Despite recent advances in computational science, solving such PDEs for real-world applications remains prohibitively expensive because of the necessity of resolving a broad range of spatiotemporal scales. In turn, practitioners often rely on coarse-grained approximations of the original PDEs, trading off accuracy for reduced computational resources. To mitigate the loss of detail inherent in such approximations, closure models are employed to represent unresolved spatiotemporal interactions. We present a framework for developing closure models for PDEs using synthetic data acquired through the method of manufactured solutions. These data are used in conjunction with reinforcement learning to provide closures for coarse-grained PDEs. We illustrate the efficacy of our method using the one-dimensional and two-dimensional Burgers' equations and the two-dimensional advection equation. Moreover, we demonstrate that closure models trained for inhomogeneous PDEs can be effectively generalized to homogeneous PDEs. The results demonstrate the potential for developing accurate and computationally efficient closure models for systems with scarce data.",2505.11308v1,cs.LG,2025-05-16 14:34:42+00:00,https://arxiv.org/pdf/2505.11308v1,"""quantum machine learning"" AND ""differential equation"""
Physics-Informed Inference Time Scaling via Simulation-Calibrated Scientific Machine Learning,"['Zexi Fan', 'Yan Sun', 'Shihao Yang', 'Yiping Lu']","High-dimensional partial differential equations (PDEs) pose significant computational challenges across fields ranging from quantum chemistry to economics and finance. Although scientific machine learning (SciML) techniques offer approximate solutions, they often suffer from bias and neglect crucial physical insights. Inspired by inference-time scaling strategies in language models, we propose Simulation-Calibrated Scientific Machine Learning (SCaSML), a physics-informed framework that dynamically refines and debiases the SCiML predictions during inference by enforcing the physical laws. SCaSML leverages derived new physical laws that quantifies systematic errors and employs Monte Carlo solvers based on the Feynman-Kac and Elworthy-Bismut-Li formulas to dynamically correct the prediction. Both numerical and theoretical analysis confirms enhanced convergence rates via compute-optimal inference methods. Our numerical experiments demonstrate that SCaSML reduces errors by 20-50% compared to the base surrogate model, establishing it as the first algorithm to refine approximated solutions to high-dimensional PDE during inference. Code of SCaSML is available at https://github.com/Francis-Fan-create/SCaSML.",2504.16172v2,math.NA,2025-04-22 18:01:45+00:00,https://arxiv.org/pdf/2504.16172v2,"""quantum machine learning"" AND ""differential equation"""
Leveraging differentiable programming in the inverse problem of neutron stars,"['Thibeau Wouters', 'Peter T. H. Pang', 'Hauke Koehn', 'Henrik Rose', 'Rahul Somasundaram', 'Ingo Tews', 'Tim Dietrich', 'Chris Van Den Broeck']","Neutron stars (NSs) probe the high-density regime of the nuclear equation of state (EOS). However, inferring the EOS from observations of NSs is a computationally challenging task. In this work, we efficiently solve this inverse problem by leveraging differential programming in two ways. First, we enable full Bayesian inference in under one hour of wall time on a GPU by using gradient-based samplers, without requiring pre-trained machine learning emulators. Moreover, we demonstrate efficient scaling to high-dimensional parameter spaces. Second, we introduce a novel gradient-based optimization scheme that recovers the EOS of a given NS mass-radius curve. We demonstrate how our framework can reveal consistencies or tensions between nuclear physics and astrophysics. First, we show how the breakdown density of a metamodel description of the EOS can be determined from NS observations. Second, we demonstrate how degeneracies in EOS modeling using nuclear empirical parameters can influence the inverse problem during gradient-based optimization. Looking ahead, our approach opens up new theoretical studies of the relation between NS properties and the EOS, while effectively tackling the data analysis challenges brought by future detectors.",2504.15893v2,astro-ph.HE,2025-04-22 13:35:22+00:00,https://arxiv.org/pdf/2504.15893v2,"""quantum machine learning"" AND ""differential equation"""
Quantum algorithm for solving nonlinear differential equations based on physics-informed effective Hamiltonians,"['Hsin-Yu Wu', 'Annie E. Paine', 'Evan Philip', 'Antonio A. Gentile', 'Oleksandr Kyriienko']","We propose a distinct approach to solving linear and nonlinear differential equations (DEs) on quantum computers by encoding the problem into ground states of effective Hamiltonian operators. Our algorithm relies on constructing such operators in the Chebyshev space, where an effective Hamiltonian is a sum of global differential and data constraints. Once the effective Hamiltonian is formed, solutions of differential equations can be obtained using the ground state preparation techniques (e.g. imaginary-time evolution and quantum singular value transformation), bypassing variational search. Unlike approaches based on discrete grids, the algorithm enables evaluation of solutions beyond fixed grid points and implements constraints in the physics-informed way. Our proposal inherits the best traits from quantum machine learning-based DE solving (compact basis representation, automatic differentiation, nonlinearity) and quantum linear algebra-based approaches (fine-grid encoding, provable speed-up for state preparation), offering a robust strategy for quantum scientific computing in the early fault-tolerant era.",2504.13174v1,quant-ph,2025-04-17 17:59:33+00:00,https://arxiv.org/pdf/2504.13174v1,"""quantum machine learning"" AND ""differential equation"""
Differential equation quantum solvers: engineering measurements to reduce cost,"['Annie Paine', 'Casper Gyurik', 'Antonio Andrea Gentile']","Quantum computers have been proposed as a solution for efficiently solving non-linear differential equations (DEs), a fundamental task across diverse technological and scientific domains. However, a crucial milestone in this regard is to design protocols that are hardware-aware, making efficient use of limited available quantum resources. We focus here on promising variational methods derived from scientific machine learning: differentiable quantum circuits (DQC), addressing specifically their cost in number of circuit evaluations. Reducing the number of quantum circuit evaluations is particularly valuable in hybrid quantum/classical protocols, where the time required to interface and run quantum hardware at each cycle can impact the total wall-time much more than relatively inexpensive classical post-processing overhead. Here, we propose and test two sample-efficient protocols for solving non-linear DEs, achieving exponential savings in quantum circuit evaluations. These protocols are based on redesigning the extraction of information from DQC in a ``measure-first"" approach, by introducing engineered cost operators similar to the randomized-measurement toolbox (i.e. classical shadows). In benchmark simulations on one and two-dimensional DEs, we report up to $\sim$ 100 fold reductions in circuit evaluations. Our protocols thus hold the promise to unlock larger and more challenging non-linear differential equation demonstrations with existing quantum hardware.",2503.22656v1,quant-ph,2025-03-28 17:43:35+00:00,https://arxiv.org/pdf/2503.22656v1,"""quantum machine learning"" AND ""differential equation"""
MixFunn: A Neural Network for Differential Equations with Improved Generalization and Interpretability,"['Tiago de Souza Farias', 'Gubio Gomes de Lima', 'Jonas Maziero', 'Celso Jorge Villas-Boas']","We introduce MixFunn, a novel neural network architecture designed to solve differential equations with enhanced precision, interpretability, and generalization capability. The architecture comprises two key components: the mixed-function neuron, which integrates multiple parameterized nonlinear functions to improve representational flexibility, and the second-order neuron, which combines a linear transformation of its inputs with a quadratic term to capture cross-combinations of input variables. These features significantly enhance the expressive power of the network, enabling it to achieve comparable or superior results with drastically fewer parameters and a reduction of up to four orders of magnitude compared to conventional approaches. We applied MixFunn in a physics-informed setting to solve differential equations in classical mechanics, quantum mechanics, and fluid dynamics, demonstrating its effectiveness in achieving higher accuracy and improved generalization to regions outside the training domain relative to standard machine learning models. Furthermore, the architecture facilitates the extraction of interpretable analytical expressions, offering valuable insights into the underlying solutions.",2503.22528v1,cs.LG,2025-03-28 15:31:15+00:00,https://arxiv.org/pdf/2503.22528v1,"""quantum machine learning"" AND ""differential equation"""
Quantum Geometry insights in Deep Learning,['Noémie C. Combe'],"In this paper, we explore the fundamental role of the Monge-Ampère equation in deep learning, particularly in the context of Boltzmann machines and energy-based models. We first review the structure of Boltzmann learning and its relation to free energy minimization. We then establish a connection between optimal transport theory and deep learning, demonstrating how the Monge-Ampère equation governs probability transformations in generative models. Additionally, we provide insights from quantum geometry, showing that the space of covariance matrices arising in the learning process coincides with the Connes-Araki-Haagerup (CAH) cone in von Neumann algebra theory. Furthermore, we introduce an alternative approach based on renormalization group (RG) flow, which, while distinct from the optimal transport perspective, reveals another manifestation of the Monge-Ampère domain in learning dynamics. This dual perspective offers a deeper mathematical understanding of hierarchical feature learning, bridging concepts from statistical mechanics, quantum geometry, and deep learning theory.",2503.02655v1,cs.LG,2025-03-01 15:49:32+00:00,https://arxiv.org/pdf/2503.02655v1,"""quantum machine learning"" AND ""differential equation"""
Hamiltonian Neural Networks approach to fuzzball geodesics,"['Andrea Cipriani', 'Alessandro De Santis', 'Giorgio Di Russo', 'Alfredo Grillo', 'Luca Tabarroni']","The recent increase in computational resources and data availability has led to a significant rise in the use of Machine Learning (ML) techniques for data analysis in physics. However, the application of ML methods to solve differential equations capable of describing even complex physical systems is not yet fully widespread in theoretical high-energy physics. Hamiltonian Neural Networks (HNNs) are tools that minimize a loss function defined to solve Hamilton equations of motion. In this work, we implement several HNNs trained to solve, with high accuracy, the Hamilton equations for a massless probe moving inside a smooth and horizonless geometry known as D1-D5 circular fuzzball. We study both planar (equatorial) and non-planar geodesics in different regimes according to the impact parameter, some of which are unstable. Our findings suggest that HNNs could eventually replace standard numerical integrators, as they are equally accurate but more reliable in critical situations.",2502.20881v3,hep-th,2025-02-28 09:25:49+00:00,https://arxiv.org/pdf/2502.20881v3,"""quantum machine learning"" AND ""differential equation"""
High-fidelity Multiphysics Modelling for Rapid Predictions Using Physics-informed Parallel Neural Operator,"['Biao Yuan', 'He Wang', 'Yanjie Song', 'Ana Heitor', 'Xiaohui Chen']","Modelling complex multiphysics systems governed by nonlinear and strongly coupled partial differential equations (PDEs) is a cornerstone in computational science and engineering. However, it remains a formidable challenge for traditional numerical solvers due to high computational cost, making them impractical for large-scale applications. Neural operators' reliance on data-driven training limits their applicability in real-world scenarios, as data is often scarce or expensive to obtain. Here, we propose a novel paradigm, physics-informed parallel neural operator (PIPNO), a scalable and unsupervised learning framework that enables data-free PDE modelling by leveraging only governing physical laws. The parallel kernel integration design, incorporating ensemble learning, significantly enhances both compatibility and computational efficiency, enabling scalable operator learning for nonlinear and strongly coupled PDEs. PIPNO efficiently captures nonlinear operator mappings across diverse physics, including geotechnical engineering, material science, electromagnetism, quantum mechanics, and fluid dynamics. The proposed method achieves high-fidelity and rapid predictions, outperforming existing operator learning approaches in modelling nonlinear and strongly coupled multiphysics systems. Therefore, PIPNO offers a powerful alternative to conventional solvers, broadening the applicability of neural operators for multiphysics modelling while ensuring efficiency, robustness, and scalability.",2502.19543v1,cs.LG,2025-02-26 20:29:41+00:00,https://arxiv.org/pdf/2502.19543v1,"""quantum machine learning"" AND ""differential equation"""
Opportunities and challenges of quantum computing for climate modelling,"['Mierk Schwabe', 'Lorenzo Pastori', 'Inés de Vega', 'Pierre Gentine', 'Luigi Iapichino', 'Valtteri Lahtinen', 'Martin Leib', 'Jeanette M. Lorenz', 'Veronika Eyring']","Adaptation to climate change requires robust climate projections, yet the uncertainty in these projections performed by ensembles of Earth system models (ESMs) remains large. This is mainly due to uncertainties in the representation of subgrid-scale processes such as turbulence or convection that are partly alleviated at higher resolution. New developments in machine learning-based hybrid ESMs demonstrate great potential for systematically reduced errors compared to traditional ESMs. Building on the work of hybrid (physics + AI) ESMs, we here discuss the additional potential of further improving and accelerating climate models with quantum computing. We discuss how quantum computers could accelerate climate models by solving the underlying differential equations faster, how quantum machine learning could better represent subgrid-scale phenomena in ESMs even with currently available noisy intermediate-scale quantum devices, how quantum algorithms aimed at solving optimization problems could assist in tuning the many parameters in ESMs, a currently time-consuming and challenging process, and how quantum computers could aid in the analysis of climate models. We also discuss hurdles and obstacles facing current quantum computing paradigms. Strong interdisciplinary collaboration between climate scientists and quantum computing experts could help overcome these hurdles and harness the potential of quantum computing for this urgent topic.",2502.10488v2,quant-ph,2025-02-14 12:25:06+00:00,https://arxiv.org/pdf/2502.10488v2,"""quantum machine learning"" AND ""differential equation"""
Addressing the Readout Problem in Quantum Differential Equation Algorithms with Quantum Scientific Machine Learning,"['Chelsea A. Williams', 'Stefano Scali', 'Antonio A. Gentile', 'Daniel Berger', 'Oleksandr Kyriienko']","Quantum differential equation solvers aim to prepare solutions as $n$-qubit quantum states over a fine grid of $O(2^n)$ points, surpassing the linear scaling of classical solvers. However, unlike classically stored vectors of solutions, the readout of exact quantum states poses a bottleneck due to the complexity of tomography. Here, we show that the readout problem can be addressed with quantum learning tools where we focus on distilling the relevant features. Treating outputs of quantum differential equation solvers as quantum data, we demonstrate that low-dimensional output can be extracted using a measurement operator adapted to detect relevant features. We apply this quantum scientific machine learning approach to classify solutions for shock wave detection and turbulence modeling in scenarios where data samples come directly from quantum differential equation solvers. We show that the basis chosen for performing analysis greatly impacts classification accuracy. Our work opens up the area of research where quantum machine learning for quantum datasets is inherently required.",2411.14259v1,quant-ph,2024-11-21 16:09:08+00:00,https://arxiv.org/pdf/2411.14259v1,"""quantum machine learning"" AND ""differential equation"""
Stochastic quantization and diffusion models,"['Kenji Fukushima', 'Syo Kamata']","This is a pedagogical review of the possible connection between the stochastic quantization in physics and the diffusion models in machine learning. For machine-learning applications, the denoising diffusion model has been established as a successful technique, which is formulated in terms of the stochastic differential equation (SDE). In this review, we focus on an SDE approach used in the score-based generative modeling. Interestingly, the evolution of the probability distribution is equivalently described by a particular class of SDEs, and in a particular limit, the stochastic noises can be eliminated. Then, we turn to a similar mathematical formulation in quantum physics, that is, the stochastic quantization. We make a brief overview on the stochastic quantization using a simple toy model of the one-dimensional integration. The analogy between the diffusion model and the stochastic quantization is clearly seen in this concrete example. Finally, we discuss how the sign problem arises in the toy model with complex parameters. The origin of the difficulty is understood based on the Lefschetz thimble analysis. We point out that the SDE is not invariant under the variable change which induces a kernel and a special choice of the kernel guided by the Lefschetz thimble analysis can reduce the sign problem.",2411.11297v1,hep-lat,2024-11-18 05:47:41+00:00,https://arxiv.org/pdf/2411.11297v1,"""quantum machine learning"" AND ""differential equation"""
Accelerating Quantum Emitter Characterization with Latent Neural Ordinary Differential Equations,"['Andrew H. Proppe', 'Kin Long Kelvin Lee', 'Weiwei Sun', 'Chantalle J. Krajewska', 'Oliver Tye', 'Moungi G. Bawendi']","Deep neural network models can be used to learn complex dynamics from data and reconstruct sparse or noisy signals, thereby accelerating and augmenting experimental measurements. Evaluating the quantum optical properties of solid-state single-photon emitters is a time-consuming task that typically requires interferometric photon correlation experiments, such as Photon correlation Fourier spectroscopy (PCFS) which measures time-resolved single emitter lineshapes. Here, we demonstrate a latent neural ordinary differential equation model that can forecast a complete and noise-free PCFS experiment from a small subset of noisy correlation functions. By encoding measured photon correlations into an initial value problem, the NODE can be propagated to an arbitrary number of interferometer delay times. We demonstrate this with 10 noisy photon correlation functions that are used to extrapolate an entire de-noised interferograms of up to 200 stage positions, enabling up to a 20-fold speedup in experimental acquisition time from $\sim$3 hours to 10 minutes. Our work presents a new approach to greatly accelerate the experimental characterization of novel quantum emitter materials using deep learning.",2411.11191v1,quant-ph,2024-11-17 22:46:31+00:00,https://arxiv.org/pdf/2411.11191v1,"""quantum machine learning"" AND ""differential equation"""
Quantum Linear System Solvers: A Survey of Algorithms and Applications,"['Mauro E. S. Morales', 'Lirandë Pira', 'Philipp Schleich', 'Kelvin Koor', 'Pedro C. S. Costa', 'Dong An', 'Alán Aspuru-Guzik', 'Lin Lin', 'Patrick Rebentrost', 'Dominic W. Berry']","Solving linear systems of equations plays a fundamental role in numerous computational problems from different fields of science. The widespread use of numerical methods to solve these systems motivates investigating the feasibility of solving linear systems problems using quantum computers. In this work, we provide a survey of the main advances in quantum linear systems algorithms, together with some applications. We summarize and analyze the main ideas behind some of the algorithms for the quantum linear systems problem in the literature. The analysis begins by examining the Harrow-Hassidim-Lloyd (HHL) solver. We note its limitations and reliance on computationally expensive quantum methods, then highlight subsequent research efforts which aimed to address these limitations and optimize runtime efficiency and precision via various paradigms. We focus in particular on the post-HHL enhancements which have paved the way towards optimal lower bounds with respect to error tolerance and condition number. By doing so, we propose a taxonomy that categorizes these studies. Furthermore, by contextualizing these developments within the broader landscape of quantum computing, we explore the foundational work that have inspired and informed their development, as well as subsequent refinements. Finally, we discuss the potential applications of these algorithms in differential equations, quantum machine learning, and many-body physics.",2411.02522v3,quant-ph,2024-11-04 19:03:25+00:00,https://arxiv.org/pdf/2411.02522v3,"""quantum machine learning"" AND ""differential equation"""
Physics-informed neural networks viewpoint for solving the Dyson-Schwinger equations of quantum electrodynamics,['Rodrigo Carmo Terin'],"Physics-informed neural networks (PINNs) are employed to solve the Dyson--Schwinger equations of quantum electrodynamics (QED) in Euclidean space, with a focus on the non-perturbative generation of the fermion's dynamical mass function in the Landau gauge. By inserting the integral equation directly into the loss function, our PINN framework enables a single neural network to learn a continuous and differentiable representation of the mass function over a spectrum of momenta. Also, we benchmark our approach against a traditional numerical algorithm showing the main differences among them. Our novel strategy, which is expected to be extended to other quantum field theories, is the first step towards forefront applications of machine learning in high-level theoretical physics.",2411.02177v3,hep-ph,2024-11-04 15:36:17+00:00,https://arxiv.org/pdf/2411.02177v3,"""quantum machine learning"" AND ""differential equation"""
Differentiable Quantum Computing for Large-scale Linear Control,"['Connor Clayton', 'Jiaqi Leng', 'Gengzhi Yang', 'Yi-Ling Qiao', 'Ming C. Lin', 'Xiaodi Wu']","As industrial models and designs grow increasingly complex, the demand for optimal control of large-scale dynamical systems has significantly increased. However, traditional methods for optimal control incur significant overhead as problem dimensions grow. In this paper, we introduce an end-to-end quantum algorithm for linear-quadratic control with provable speedups. Our algorithm, based on a policy gradient method, incorporates a novel quantum subroutine for solving the matrix Lyapunov equation. Specifically, we build a quantum-assisted differentiable simulator for efficient gradient estimation that is more accurate and robust than classical methods relying on stochastic approximation. Compared to the classical approaches, our method achieves a super-quadratic speedup. To the best of our knowledge, this is the first end-to-end quantum application to linear control problems with provable quantum advantage.",2411.01391v1,quant-ph,2024-11-03 00:54:33+00:00,https://arxiv.org/pdf/2411.01391v1,"""quantum machine learning"" AND ""differential equation"""
Deep Learning solutions to singular ordinary differential equations: from special functions to spherical accretion,"['R. Cayuso', 'M. Herrero-Valea', 'E. Barausse']","Singular regular points often arise in differential equations describing physical phenomena such as fluid dynamics, electromagnetism, and gravitation. Traditional numerical techniques often fail or become unstable near these points, requiring the use of semi-analytical tools, such as series expansions and perturbative methods, in combination with numerical algorithms; or to invoke more sophisticated methods. In this work, we take an alternative route and leverage the power of machine learning to exploit Physics Informed Neural Networks (PINNs) as a modern approach to solving ordinary differential equations with singular points. PINNs utilize deep learning architectures to approximate solutions by embedding the differential equations into the loss function of the neural network. We discuss the advantages of PINNs in handling singularities, particularly their ability to bypass traditional grid-based methods and provide smooth approximations across irregular regions. Techniques for enhancing the accuracy of PINNs near singular points, such as adaptive loss weighting, are used in order to achieve high efficiency in the training of the network. We exemplify our results by studying four differential equations of interest in mathematics and gravitation -- the Legendre equation, the hypergeometric equation, the solution for black hole space-times in theories of Lorentz violating gravity, and the spherical accretion of a perfect fluid in a Schwarzschild geometry.",2409.20150v2,gr-qc,2024-09-30 09:57:16+00:00,https://arxiv.org/pdf/2409.20150v2,"""quantum machine learning"" AND ""differential equation"""
Harmonic Path Integral Diffusion,"['Hamidreza Behjoo', 'Michael Chertkov']","In this manuscript, we present a novel approach for sampling from a continuous multivariate probability distribution, which may either be explicitly known (up to a normalization factor) or represented via empirical samples. Our method constructs a time-dependent bridge from a delta function centered at the origin of the state space at $t=0$, optimally transforming it into the target distribution at $t=1$. We formulate this as a Stochastic Optimal Control problem of the Path Integral Control type, with a cost function comprising (in its basic form) a quadratic control term, a quadratic state term, and a terminal constraint. This framework, which we refer to as Harmonic Path Integral Diffusion (H-PID), leverages an analytical solution through a mapping to an auxiliary quantum harmonic oscillator in imaginary time.
  The H-PID framework results in a set of efficient sampling algorithms, without the incorporation of Neural Networks. The algorithms are validated on two standard use cases: a mixture of Gaussians over a grid and images from CIFAR-10. The transparency of the method allows us to analyze the algorithms in detail, particularly revealing that the current weighted state is an order parameter for the dynamic phase transition, signaling earlier, at $t<1$, that the sample generation process is almost complete. We contrast these algorithms with other sampling methods, particularly simulated annealing and path integral sampling, highlighting their advantages in terms of analytical control, accuracy, and computational efficiency on benchmark problems.
  Additionally, we extend the methodology to more general cases where the underlying stochastic differential equation includes an external deterministic, possibly non-conservative force, and where the cost function incorporates a gauge potential term.",2409.15166v2,stat.ML,2024-09-23 16:20:21+00:00,https://arxiv.org/pdf/2409.15166v2,"""quantum machine learning"" AND ""differential equation"""
