title,arxiv_id,category,date,cluster,abstract_clean
Parametric Matrix Models,2401.11694v6,cs.LG,2024-01-22 05:26:18+00:00,8,present general class called parametric matrix models contrast existing imitate biology neurons parametric matrix matrix emulate physical systems similar physics usually solved parametric matrix learn governing lead desired outputs parametric matrix efficiently trained empirical data algebraic differential integral relations originally designed scientific computing prove parametric matrix universal approximators general problems introducing underlying theory parametric matrix series different challenges wide range problems challenges tested here parametric matrix produce accurate within interpretable framework allows input feature extrapolation
"DiscoTEX 1.0: Discontinuous collocation and implicit-turned-explicit (IMTEX) integration symplectic, symmetric numerical algorithms with higher order jumps for differential equations I: numerical black hole perturbation theory applications",2401.08758v2,gr-qc,2024-01-16 19:00:02+00:00,3,dirac d distributionally sourced emerge many dynamical physical learning finance neuroscience seismology black hole perturbation theory lack exact analytical best tackled numerically describe generic constructs discontinuous spatial temporal discretisations operating discontinuous lagrange hermite interpolation formulae respectively solving distributionally sourced wave equation possessing analytical solutions weakform recovered highorder solving firstorder reduced odes methodoflines framework textttdiscotex ie underlinediscontinuous underlinecollocation integration symmetric conserve symplectic structure furthermore main proved calculating amplitude desired location within grid including position and right left limit wave or wavelike discontinuous via interpolation textttdiscotex demonstrated firstly solving wave or wavelike comparing weakform exact solution reconstruct gravitational metric perturbations weakform nonrotating black hole known exact analytical solutions compare stateoftheart frequency domain results conclude motivating textttdiscotex related algorithms open promising alternative waveform generation route modelling highly asymmetric binaries complement current frequency domain methods
Calculating Quasi-Normal Modes of Schwarzschild Black Holes with Physics Informed Neural Networks,2401.01440v1,gr-qc,2024-01-02 21:34:50+00:00,3,learning particularly networks rapidly permeated activities story tell recently started solving input physics known physics informed pinns present showing efficacy pinns solving zerilli reggewheeler time domain calculate quasinormal oscillation modes schwarzschild black hole compare extracted modes obtained finite difference methods although pinn competitive percent differences quasinormal modes estimates relative computed finite difference methods real power pinns emerge large dimensionality problems
Unsupervised Random Quantum Networks for PDEs,2312.14975v1,quant-ph,2023-12-21 10:25:52+00:00,7,physicsinformed pinns approximate pdes help trained satisfy operator relevant boundary conditions revisit idea computing realm parameterised random circuits trial solutions adapt recent pinnbased techniques setting particular gaussian smoothing analysis concentrates poisson heat hamiltonjacobibellman equations ubiquitous areas science theoretical side complexity analysis approach numerically random outperform traditional well random networks
Self-Adaptive Physics-Informed Quantum Machine Learning for Solving Differential Equations,2312.09215v3,quant-ph,2023-12-14 18:46:35+00:00,7,chebyshev polynomials significant promise tool solve linear nonlinear equations work adapt generalize framework setting variety problems including d poissons equation secondorder linear equation equations nonlinear duffing riccati equation particular setting modified selfadaptive physicsinformed sapinn approach selfadaptive weights multiobjective loss functions explore capturing correlations loss quantumcorrelated measurement resulting improved initial value problems analyse entangling layers impact secondorder equations indicate promising nearterm evaluation devices
Fourier Neural Differential Equations for learning Quantum Field Theories,2311.17250v1,cs.LG,2023-11-28 22:11:15+00:00,8,field theory defined interaction hamiltonian linked experimental scattering matrix scattering matrix calculated perturbative series represented succinctly order time ndes learn time derivative residual networks hidden state proven efficacy physical constraints hence nde learn particle scattering matrices possible experimenttheory phenomenological connection paper nde learn ph theory scalaryukawa theory scalar electrodynamics nde architecture introduced fourier fnde combines nde integration fourier convolution fnde demonstrates better generalisability nonintegrated equivalent fno model scattering data interaction hamiltonian theory extracted parameters
Generative Diffusion Models for Lattice Field Theory,2311.03578v1,hep-lat,2023-11-06 22:24:28+00:00,8,delves connection lattice field theory linking generative diffusion dms stochastic quantization stochastic perspective dms conceptualized reversing stochastic process driven langevin equation produces samples initial distribution approximate target distribution toy model highlight capability dms learn effective actions furthermore feasibility act global sampler generating configurations twodimensional ph lattice field theory
Learning nonlinear integral operators via Recurrent Neural Networks and its application in solving Integro-Differential Equations,2310.09434v1,cs.LG,2023-10-13 22:57:46+00:00,1,paper lstmrnns long shortterm memoryrecurrent networks learn represent nonlinear integral operators appear nonlinear integrodifferential ides lstmrnn representation nonlinear integral operator allows us turn nonlinear integrodifferential ordinary many solvers available furthermore lstmrnn representation nonlinear integral operator ide eliminates need perform integration time evolution step overall temporal cost lstmrnnbased ide solver reduced ont ont ntstep trajectory computed illustrate efficiency robustness lstmrnnbased ide solver problem additionally highlight generalizability learned integral operator applying ides driven different external forces practical application methodology effectively solve dysons manybody systems
Physics-Informed Quantum Machine Learning: Solving nonlinear differential equations in latent spaces without costly grid evaluations,2308.01827v1,quant-ph,2023-08-03 15:38:31+00:00,7,physicsinformed solve nonlinear multidimensional des latent space suggest strategy building state overlaps exponentially large sets independent basis implicitly representing solutions measuring overlaps states representations de terms construct loss require independent sequential evaluations grid points sense solver evaluates loss intrinsically parallel way utilizing global type model loss trained variationally related differentiable circuit protocol scale grid size specifically definition feature map encoding represent function derivativebased terms corresponding states importantly way encoding nonlinearity bases requiring additive linear increase size mathcalon p degree nonlinearity p utilizing basis mapping evaluated explicitly allows implement arbitrary independent variables treat various initial boundary conditions include regularization terms physicsinformed setting technical side present toolboxes exponential chebyshev fourier basis sets developing tools automatic differentiation multiplication implementing nonlinearity describing multivariate extensions compatible with tested on range including linear nonlinear multidimensional equations
Approximation and Generalization Capacities of Parametrized Quantum Circuits for Functions in Sobolev Spaces,2307.14792v3,quant-ph,2023-07-27 11:43:08+00:00,8,parametrized circuits pqc circuits consist fixed parametrized gates recent approaches qml pqcs essentially ubiquitous play role analogous networks learn various types data underlying expectation pqc made sufficiently deep plentiful generalization error vanish capture essential features distribution exist proving approximability squareintegrable pqcs l distance approximation spaces distances less explored pqcs approximate space continuous functions pintegrable hk sobolev spaces specific distances moreover generalization bounds connect different spaces distances theoretical basis different applications pqcs example solving equations furthermore us insight role normalization pqcs loss better suit specific needs users
Dense outputs from quantum simulations,2307.14441v2,quant-ph,2023-07-26 18:16:51+00:00,5,dense output process evaluating timeaccumulated observables timedependent dynamics computers arises frequently applications control spectroscopic computation present range designed operate early fully faulttolerant platforms methodologies draw upon techniques like amplitude estimation hamiltonian simulation linear ordinary ode solvers carleman linearization comprehensive complexity analysis respect evolution time t error tolerance e linearization nearly achieve optimal complexity mathcalote certain type lowrank dense outputs moreover linearization dense output yields exact finitedimensional closure encompasses original states formulation related koopman invariant subspace theory independent interest nonlinear control scientific learning
Reliable AI: Does the Next Generation Require Quantum Computing?,2307.01301v2,cs.AI,2023-07-03 19:10:45+00:00,6,survey aim explore fundamental question whether next generation artificial intelligence requires computing artificial intelligence increasingly playing crucial role many aspects daily lives central fourth industrial revolution imperative artificial intelligence reliable trustworthy however still many issues reliability artificial intelligence privacy responsibility safety security areas autonomous driving healthcare robotics others various causes including insufficient data biases robustness problems well fundamental issues computability digital hardware cause computability rooted fact digital hardware computing turing machine inherently discrete notably findings digital hardware inherently constrained solving optimization learning equations therefore limitations carry substantial implications field artificial intelligence particular learning furthermore although well known computer advantage certain classes problems findings establish limitations persist employing computing circuit turing paradigm contrast analog computing models blumshubsmale machine exhibit potential surmount limitations
Quantum Fourier Networks for Solving Parametric PDEs,2306.15415v1,quant-ph,2023-06-27 12:21:02+00:00,7,many realworld problems like modelling environment dynamics physical processes time series etc involve solving pdes parameterised problemspecific conditions recently architecture called fourier operator fno proved capable given pde families initial conditions input however time complexity linear number evaluations pdes testing given advancements hardware recent methods exploit running efficiency offered inspired fno result time complexity logarithmic number evaluations are therefore expected substantially faster counterpart core unary encoding paradigm orthogonal layers circuit perform fourier transform unary basis different circuits perform fno proposals differ depth similarity fno benchmark pde families namely burgers equation darcys flow navierstokes equation comparable fno perform analysis smallscale image classification tasks par cnns proving applicability domains well
Solving Differential-Algebraic Equations in Power System Dynamic Analysis with Quantum Computing,2306.01961v3,quant-ph,2023-06-02 23:58:31+00:00,1,power dynamics generally modeled high dimensional nonlinear differentialalgebraic daes given large number components forming network daes complexity grow exponentially due increasing penetration distributed energy resources whereas computation time becomes sensitive due increasing interconnection power grid energy systems demonstrates computing solve daes power dynamic analysis leverage symbolic programming framework equivalently convert power systems daes ordinary odes index reduction encode qubits amplitude encoding nonlinearity captured hamiltonian simulation truncated taylor expansion state variables updated linear solver computing solve power systems daes accurately complexity polynomial logarithm dimension illustrate recent advanced tools scientific implementing complex computing concepts ie taylor expansion daesodes transformation computing solver abstract representation power engineering applications
Combining Monte Carlo and Tensor-network Methods for Partial Differential Equations via Sketching,2305.17884v6,math.NA,2023-05-29 05:06:50+00:00,4,paper general framework solving highdimensional tensor networks uses montecarlo simulations update reestimates samples tensornetwork recently tensor train sketching technique showcase versatility flexibility applying specific scenarios simulating fokkerplanck langevin dynamics imaginary time evolution via auxiliaryfield monte carlo convergence guarantees experiments efficacy method
Sample-efficient Model-based Reinforcement Learning for Quantum Control,2304.09718v2,quant-ph,2023-04-19 15:05:19+00:00,5,modelbased reinforcement rl noisy timedependent gate optimization improved sample complexity modelfree rl sample complexity number controller interactions physical system leveraging inductive bias inspired recent advances ordinary odes autodifferentiable ode parametrised learnable hamiltonian ansatz represent approximating environment whose timedependent part including control fully known control alongside hamiltonian continuous timeindependent parameters addressed interactions system order magnitude advantage sample complexity standard modelfree rl preparing standard unitary gates closed open dynamics realistic experiments incorporating single shot measurements arbitrary hilbert space truncations uncertainty hamiltonian parameters also learned hamiltonian leveraged existing control like grape gradientbased optimization controllers found rl initializations nitrogen vacancy nv centers transmons well suited controlling partially characterised qubit systems
Application of Tensor Neural Networks to Pricing Bermudan Swaptions,2304.09750v2,q-fin.CP,2023-04-18 07:41:04+00:00,4,cheyette quasigaussian volatility interest rate widely price interest rate derivatives european bermudan swaptions monte carlo simulation become industry standard low dimensions approaches accurate robust prices european swaptions but even computationally simple setting known underestimate value bermudan swaptions state variables regressors mainly due finite number predetermined basis regression moreover highdimensional settings approaches succumb curse dimensionality address issues deeplearning techniques solve backward stochastic associated value process european bermudan swaptions however constrained time memory overcome limitations leveraging tensor significant parameter savings attaining dense networks rigorously benchmark tensor dense pricing european bermudan swaptions tensor trained faster dense accurate robust prices dense counterparts
Designing Nonlinear Photonic Crystals for High-Dimensional Quantum State Engineering,2304.06810v1,quant-ph,2023-04-13 20:26:18+00:00,6,novel physicallyconstrained differentiable generation ddimensional qudit states via spontaneous parametric downconversion spdc optics circumvent limitations imposed inherently stochastic nature physical process incorporate set stochastic dynamical governing evolution spdc hamiltonian effectiveness design structured nonlinear photonic crystals nlpcs shaped pump beams show theoretically experimentally generate maximally entangled states spatial degree freedom nlpc structures offers promising avenue shaping controlling arbitrary states enables alloptical coherent control generated states believe readily extended bulky crystals thin metasurfaces potentially sharing similar hamiltonian structures superfluids superconductors
GenPhys: From Physical Processes to Generative Models,2304.02637v1,cs.LG,2023-04-05 17:58:16+00:00,8,since diffusion dm recent poisson flow generative pfgm inspired physical processes reasonable ask physical processes offer additional generative models answer yes general family generative physical processes genphys translate pdes describing physical processes generative models generative constructed sgenerative pdes s smooth genphys subsume existing generative dm pfgm even give rise families generative models eg yukawa generative models inspired weak interactions hand physical processes default belong genphys family eg wave schrodinger equation could made genphys family modifications goal genphys explore expand design space generative models
Fluctuation without dissipation: Microcanonical Langevin Monte Carlo,2303.18221v3,hep-lat,2023-03-31 17:24:33+00:00,8,stochastic sampling langevin monte carlo inspired physical heat bath equilibrium distribution canonical ensemble given prescribed target distribution must balance fluctuation dissipation dictated fluctuationdissipation theorem contrast common belief fluctuationdissipation theorem required configuration space distribution full phase space distribution needs canonical continuoustime microcanonical langevin monte carlo mclmc dissipationfree stochastic sde derive corresponding fokkerplanck stationary distribution microcanonical ensemble desired canonical distribution configuration space prove mclmc ergodic nonzero amount stochasticity smooth convex potentials expectation values converge exponentially fast furthermore deterministic drift stochastic diffusion separately preserve stationary distribution uncommon property attractive practical implementations implies driftdiffusion discretization schemes biasfree source bias discretization deterministic dynamics mclmc lattice ph model hamiltonian monte carlo hmc currently stateoftheart integrator accuracy mclmc converges times faster hmc times lattice times lattice already times faster trend expected persist larger lattices particular interest example lattice chromodynamics
Towards provably efficient quantum algorithms for large-scale machine-learning models,2303.03428v5,quant-ph,2023-03-06 19:00:27+00:00,1,large revolutionary technologies artificial intelligence whose bottlenecks include huge expenses power time pretraining finetuning process work faulttolerant computing could possibly provably resolutions generic stochastic gradient descent algorithms scaling ot polylogn size number iterations training long sufficiently dissipative sparse small rates earlier dissipative equations find prove similar stochastic gradient descent primary learning practice benchmark instances large million million parameters find that context sparse training enhancement possible early stage pruning motivating sparse parameter download reupload scheme solidly faulttolerant could potentially contribute stateoftheart largescale machinelearning problems
"Completeness for arbitrary finite dimensions of ZXW-calculus, a unifying calculus",2302.12135v2,quant-ph,2023-02-23 16:18:57+00:00,6,zxcalculus universal graphical language qubit computation meaning every linear map qubits expressed zxcalculus furthermore complete graphical rewrite system involving linear maps derivable hilbert space formalism theory derived calculus rewriting widespread usage within industry academia variety tasks circuit optimisation errorcorrection education zwcalculus alternative universal graphical language complete qubit computing fact completeness prove zxcalculus universally complete calculus advanced circuits compiled photonic hardware architectures industry recently combining calculi calculus emerged qubit computation zxwcalculus calculus integration exponentiation made possible enabling development techniques domains chemistry here generalise zxwcalculus arbitrary finite dimensions is qudits moreover prove graphical rewrite complete finite dimension completeness result universal graphical language beyond qubits
Solving Differential-Algebraic Equations in Power System Dynamic Analysis with Quantum Computing,2302.09597v4,eess.SY,2023-02-19 15:29:17+00:00,1,power dynamics generally modeled high dimensional nonlinear differentialalgebraic daes given large number components forming network daes complexity grow exponentially due increasing penetration distributed energy resources whereas computation time becomes sensitive due increasing interconnection power grid energy systems demonstrates computing solve daes power dynamic analysis leverage symbolic programming framework equivalently convert power systems daes ordinary odes index reduction encode qubits amplitude encoding nonlinearity captured hamiltonian simulation truncated taylor expansion state variables updated linear solver computing solve power systems daes accurately complexity polynomial logarithm dimension illustrate recent advanced tools scientific implementing complex computing concepts ie taylor expansion daesodes transformation computing solver abstract representation power engineering applications
On backpropagating Hessians through ODEs,2301.08085v1,math.OC,2023-01-19 14:05:33+00:00,4,discuss numerically backpropagating hessians ordinary odes various contexts elucidate different approaches favourable specific situations discuss theoretical pragmatic aspects as respectively bounds effort typical impact framework overhead focusing handimplemented odebackpropagation computation hessian orbitnonclosure mechanical system clarify mathematical framework extending backwardodeevolution costateequation hessians generic form calculations hessian orbit nonclosure performed language defined terms formal grammar facilitate tracking intermediate quantities pedagogical examples discuss hessian orbitnonclosure higher dimensional harmonic oscillator conceptually related newtonian gravitational theory particular applying figure threebody orbit readily rediscover distortedfigure originally described simo possible applications include improvements neural ode type secondorder methods analysis corrections around paths and broadly studying options adjusting odes initial configuration impact given objective small
Learning Interpolations between Boltzmann Densities,2301.07388v5,stat.ML,2023-01-18 09:32:33+00:00,2,objective continuous normalizing flows absence samples presence energy function relies either prescribed learnt interpolation ft energy target energy f energy generalized gaussian fx xspp interpolation energy induces interpolation boltzmann densities pt propto eft aim find timedependent vector field vt transports samples along family pt densities condition transporting samples along family pt equivalent satisfying continuity vt pt zteft consequently optimize vt ft satisfy equation experimentally compare objective reverse kldivergence gaussian mixtures boltzmann density mechanical particle doublewell potential
The R-algebra of Quasiknowledge and Convex Optimization,2212.04606v1,quant-ph,2022-12-08 23:48:00+00:00,6,article develops convex description learners agents state knowledge environment convex subset commutative ralgebra caveats leads generalization certain semidefinite programs information such describing universal query dual adversary bound related optimal control environment faultyquantum setting would possible naive description via joint probability distributions environment internal memory philosophically makes interpretation set reduced density matrices states knowledge observer environment related techniques explicit another example describe solve formal states knowledge algebra agent obtains experimental poissonian process state knowledge evolves exponential power series however framework currently lacks impressive applications post part solicit feedback collaboration those particular possible framework design experiments eg finding maximally informative questions ask human labelers environment machinelearning problems parts article related information assume knowledge it
Machine learning for decision-making under uncertainty,2212.04286v2,physics.soc-ph,2022-12-08 14:28:19+00:00,6,live world brimming uncertainty constantly make lot decisions incomplete information firm believers subjective belief cannot computed rigorous mathematical formula instead darwins natural selection the evolution process simulated genetic programming incorporates insights theory describe explain decisionmaking uncertainty unlike decisionmaking theories explain decisionmaking process probability theory decision theory discovers laws thought observed historical data transition probability decision theory decision emphasis learning decisionmakers buildup experience rewarded punished decision make prepare making better decisions future usual utility function decision tree simulates peoples decision process decision tree includes set strategies every time decision made decisionmaker chooses strategy decision trees strategy pool chooses action degree belief obtained genetic programming maximizing expected value
Deep-learning quasi-particle masses from QCD equation of state,2211.07994v1,hep-ph,2022-11-15 09:03:21+00:00,8,interactions quarks gluons strong nonperturbative region state eos stronglyinteracting chromodynamics qcd medium studied firstprinciple lattice qcd calculations however complicated qcd eos reproduced simple statistical formula treating medium free parton gas whose fundamental degree freedoms dressed quarks gluons called quasiparticles temperaturedependent masses auto differentiation solve variational masses quasi gluons updown strange quarks unknown functions whose forms represented network reproduce qcd eos learned quasiparticle masses calculate shear viscosity entropy density es temperature hot qcd matter
First principles physics-informed neural network for quantum wavefunctions and eigenvalue surfaces,2211.04607v3,cs.LG,2022-11-08 23:22:42+00:00,8,physicsinformed widely learn general parametric equations here discover parametric eigenvalue eigenfunction surfaces systems solve hydrogen molecular ion abinitio solves schrodinger coulomb potential yielding realistic wavefunctions include cusp ion positions continuous differentiable interatomic distance derivatives analytically calculated applying automatic differentiation parametric analytical form useful calculations determination force fields
Gibbs Sampling of Continuous Potentials on a Quantum Computer,2210.08104v4,quant-ph,2022-10-14 20:56:44+00:00,8,gibbs sampling continuous realvalued challenging interest learning leverage fourier transforms build task periodic solving linear ordinary solve fokkerplanck prepare state encoding gibbs distribution efficiency interpolation differentiation computer depends rate decay fourier coefficients fourier transform function view property concentration measure fourier domain functional analytic conditions it makes zeroeth order queries oracle function despite suffering exponentially long mixing time allows exponentially improved precision sampling polynomial speedups mean estimation general case particularly geometric conditions identify critical points energy function
Action Matching: Learning Stochastic Dynamics from Samples,2210.06662v3,cs.LG,2022-10-13 01:49:48+00:00,4,continuous dynamics snapshots temporal marginals appears throughout natural sciences learning including systems singlecell biological data generative modeling settings assume access crosssectional samples uncorrelated time rather full trajectories samples order better understand observation would like learn underlying process allows us propagate samples time thereby simulate entire individual trajectories work action matching rich family dynamics independent samples time evolution derive tractable objective rely explicit assumptions underlying dynamics require backpropagation optimal transport solvers inspired connections optimal transport derive extensions action matching learn stochastic dynamics involving creation destruction probability mass finally showcase applications action matching achieving competitive diverse set experiments biology physics generative modeling
Equivariant Energy-Guided SDE for Inverse Molecular Design,2209.15408v3,physics.chem-ph,2022-09-30 12:10:15+00:00,2,inverse molecular design critical material science drug discovery generated molecules satisfy certain desirable properties paper equivariant energyguided stochastic eegsde flexible framework controllable d molecule generation guidance energy diffusion models formally eegsde naturally exploits geometric symmetry d molecular conformation long energy invariant orthogonal transformations empirically guidance designed energy functions eegsde significantly improves baseline qm inverse molecular design targeted properties molecular structures furthermore eegsde able generate molecules multiple target properties combining corresponding energy linearly
Exact conservation laws for neural network integrators of dynamical systems,2209.11661v2,math.DS,2022-09-23 15:45:05+00:00,4,time dependent attracted lot attention recently central idea learn laws govern evolution data might polluted random noise however contrast applications usually lot known hand example many dynamical physical quantities energy angular momentum exactly conserved hence learn conservation laws satisfied approximately due finite time random noise present alternative uses noethers theorem inherently incorporate conservation laws architecture network leads better predictions systems motion nonrelativistic particle threedimensional newtonian gravitational potential motion massive relativistic particle schwarzschild metric interacting particles four dimensions
Gradient Flows for L2 Support Vector Machine Training,2208.04365v1,cs.LG,2022-08-08 18:56:47+00:00,4,explore merits support vector machines binary classification means solving ordinary equations assume continuous time perspective interest implementations reemerging hardware platforms analog computers
Cosmology-informed neural networks to solve the background dynamics of the Universe,2205.02945v3,astro-ph.CO,2022-05-05 21:56:43+00:00,0,field drawn increasing interest various fields due success solving plethora different problems train artificial solve without need solver particular offers alternative conventional methods advantages lower memory required store solutions parallelization and cases lower overall cost counterparts work train artificial represent bundle govern background dynamics universe four different models chosen lmathrmcdm parametric dark energy model quintessence exponential potential husawicki fr model perform statistical analyses estimate values models parameters observational data namely estimates hubble parameter cosmic chronometers type ia supernovae pantheon compilation measurements baryon acoustic oscillations obtain match similar estimations done literature solvers addition estimate error trained comparing analytical one highprecision not estimations find error sim region parameter space concerns confidence regions find data statistical analyses performed work
Quantum Extremal Learning,2205.02807v1,quant-ph,2022-05-05 17:37:26+00:00,8,extremal learning process finding input hidden extremizes output without direct access hidden function given inputoutput training data algorithm called extremal qel consists parametric circuit variationally trained inputoutput relationships trainable feature map encodes input data analytically differentiated order find coordinate extremizes model enables combination established modelling established optimization single circuitquantum computer tested range datasets either discrete continuous input variables compatible algorithm case discrete variables test synthetic formulated maxcut generators considering higher order correlations inputoutput relationships case continuous variables test synthetic datasets d simple ordinary functions find able successfully find extremal value problems even dataset sparse small fraction input configuration space additionally much general cases higher dimensionality complex equations full flexibility choice modeling optimization ansatz envision due general framework simple construction qel able solve wide variety applications different fields opening areas research
Qade: Solving Differential Equations on Quantum Annealers,2204.03657v1,quant-ph,2022-04-07 18:00:00+00:00,8,present general method called qade solving annealer obtained linear combination set basis functions current devices qade solve coupled depend linearly derivatives nonlinear variable coefficients arbitrary inhomogeneous terms test several examples find stateoftheart annealers find accurately requiring small enough basis python package implementing gitlabcomjccriadoqade
Applications of physics informed neural operators,2203.12634v2,physics.comp-ph,2022-03-23 18:00:05+00:00,7,present endtoend framework learn brings together initial production selection boundary conditions physicsinformed operators solve ubiquitous modeling physics phenomena reproduce operators published elsewhere literature learn d wave d burgers equation thereafter physicsinformed operators learn types equations including d burgers scalar inviscid vector types finally applicable learn physics d linear nonlinear shallow water equations involve coupled equations release artificial intelligence surrogates scientific software produce initial boundary conditions broad range physically motivated scenarios source code interactive website visualize predictions physics informed operators tutorial hub science
Adapting reservoir computing to solve the Schrödinger equation,2202.06130v1,quant-ph,2022-02-12 19:28:11+00:00,4,reservoir computing excels predicting evolution time series particular dynamical systems moreover superb solving equations work adapt methodology integrate timedependent schrodinger equation propagating initial wavefunction time since wavefunctions complexvalued highdimensional arrays reservoir computing formalism needs extended cope complexvalued data furthermore multistep strategy avoids overfitting data illustrate adapted reservoir computing four standard molecular vibrational dynamics
Representation of the Fermionic Boundary Operator,2201.11510v2,quant-ph,2022-01-27 13:42:57+00:00,7,boundary operator linear operator acts collection highdimensional binary points simplices maps boundaries boundary map key components numerous applications including equations learning geometry vision control systems representing full boundary operator computer prove boundary operator special structure form complete sum fermionic creation annihilation operators fact operators pairwise anticommute produce ondepth circuit exactly implements boundary operator without trotterization taylor series approximation errors fewer errors reduces number shots required obtain desired accuracies
SPDCinv: Inverse Quantum-Optical Design of High-Dimensional Qudits,2112.05934v1,quant-ph,2021-12-11 09:05:23+00:00,6,spontaneous parametric downconversion optics invaluable resource realization highdimensional qudits spatial modes light main open challenges directly generate desirable qudit state spdc process addressed advanced methods however due difficulties modeling spdc process fully differentiable takes account interaction effects progress limited here overcome limitations physicallyconstrained differentiable model validated experimental shaped pump beams structured crystals capable every interaction parameter process avoid restrictions induced stochastic nature physical integrate dynamic governing evolution spdc hamiltonian solve inverse designing nonlinear optical achieves desired state downconverted photon pairs desired states defined either secondorder correlations different spatial modes specifying required density matrix nonlinear volume holograms well different pump shapes successfully generate maximally entangled states furthermore simulate alloptical coherent control generated state actively changing profile pump beam useful applications designs highdimensional key distribution information processing protocols addition readily controlling degrees freedom light spdc process spectral temporal properties even condensedmatter similar interaction hamiltonian
Neural Tangent Kernel of Matrix Product States: Convergence and Applications,2111.14046v1,stat.ML,2021-11-28 04:10:06+00:00,4,work tangent kernel ntk matrix product states mps convergence ntk infinite bond dimensional limit prove ntk mps asymptotically converges constant matrix gradient descent training process and initialization phase bond dimensions mps go infinity observation variation tensors mps asymptotically goes zero infinite limit showing positivedefiniteness ntk mps convergence mps space space represented mps guaranteed without extra assumptions set settings supervised regression mean square error rmse unsupervised born machines bm analyze dynamics infinite bond dimensional limit ordinary odes describe dynamics responses mps rmse bm derived solved closedform regression mercer kernels gaussian kernels find evolution mean responses mps follows largest eigenvalue ntk due orthogonality kernel bm evolution different modes samples decouples characteristic time convergence obtained
Quantum Model-Discovery,2111.06376v1,quant-ph,2021-11-11 18:45:52+00:00,1,computing promises speed challenging science engineering showing theoretical advantages applications ranging chemistry logistics optimization many appearing science engineering rewritten set equations solving provable advantage faulttolerant computing regime wide circuits solve large linear like pdes efficiently recently variational approaches solving nonlinear pdes nearterm devices proposed promising general approaches recent developments field scientific solving pdes extend applicability nearterm computers general scientific tasks including discovery dataset measurements differentiable circuits dqcs solve parameterized library operators perform regression combination equations promising path discovery qmod interface approaches successful parameter inference discovery qmod different including secondorder ordinary nonlinear equation
A Review of Physics-based Machine Learning in Civil Engineering,2110.04600v2,cs.LG,2021-10-09 15:50:21+00:00,1,recent development ml dl increases opportunities sectors ml significant tool across many disciplines direct civil engineering challenging ml civil engineering applications simulated lab often fail realworld tests usually attributed mismatch train test ml encounters real world phenomenon known shift however physicsbased ml integrates data pdes mathematical solve shift problems physicsbased ml trained solve supervised tasks respecting given laws physics described general nonlinear equations physicsbased ml takes center stage across many science disciplines plays important role fluid dynamics mechanics resources storage reviews history physicsbased ml civil engineering
Machine-learning hidden symmetries,2109.09721v2,cs.LG,2021-09-20 17:55:02+00:00,3,present automated finding hidden symmetries defined symmetries become manifest coordinate must discovered core idea quantify asymmetry violation certain equations numerically minimize violation space invertible transformations parametrized invertible networks example rediscovers famous gullstrandpainleve metric manifests hidden translational symmetry schwarzschild metric nonrotating black holes well hamiltonicity modularity simplifying traits traditionally viewed symmetries
Quantum variational PDE solver with machine learning,2109.09216v1,quant-ph,2021-09-19 20:30:02+00:00,1,solve nonlinear pdes common important tasks basic sciences many practical industries variational quva pde solver aid ml schemes synergise emerging technologies mathematically hard problems core processing solver calculate efficiently expectation value specially designed operators large system obtain measurements control qubits avoid exponential cost measurements whole optimise pathway find possible sets desired pdes ml techniques example different types secondorder des examined randomly chosen samples regression implemented chase best candidates another trial samples threequbit successfully follows pattern analytical different des high fidelity since variational given necessary condition obtain exact des thus believe final candidate sets efficiently extracted quva pde solver support ml techniques could beneficial search complex mathematical well find good ansatzs eigenstates large eg chemistry
QBoost for regression problems: solving partial differential equations,2108.13346v1,quant-ph,2021-08-30 16:13:04+00:00,1,hybrid ensemble capable finding good precision favorable scaling required number qubits part composed several regressors weaklearners capable solving learning part consists adapting qboost solve regression problems successfully framework solve d burgers viscosity showing ensemble really improves produced weaklearners implemented dwave systems confirming best compared simulated annealing exact solver methods given memory limitations computer comparison
Quantum Quantile Mechanics: Solving Stochastic Differential Equations for Generating Time-Series,2108.03190v3,quant-ph,2021-08-06 16:14:24+00:00,8,sampling stochastic sdes differentiable circuits dqcs feature map encoding latent variables represent quantile underlying probability distribution extract samples dqc expectation values quantile mechanics propagate time thereby allowing timeseries generation test simulating ornsteinuhlenbeck process sampling times different initial point required financial analysis dataset augmentation additionally analyse continuous generative adversarial qgans represent quantile modified reordered shape impedes timepropagation shed light connection quantile mechanics qqm qgans sdebased distributions point importance constraints training analogously recent success physics informed networks
Spacetime Neural Network for High Dimensional Quantum Dynamics,2108.02200v1,cond-mat.dis-nn,2021-08-04 17:55:26+00:00,4,spacetime second order optimization solving dynamics high dimensional schrodinger equation contrast standard iterative order optimization timedependent variational principle utilizes implicit midpoint generates spatial temporal values simultaneously optimization schrodinger selfnormalized autoregressive spacetime construction future explorations solving different high dimensional discussed
Learning orbital dynamics of binary black hole systems from gravitational wave measurements,2102.12695v3,gr-qc,2021-02-25 05:46:14+00:00,3,gravitational waveform inversion strategy discovers mechanical binary black hole bbh systems single time series possibly noisy waveform necessary construct motion bbh system starting class universal parameterized feedforward networks strategy involves construction space plausible mechanical physicsinformed constrained optimization within space minimize waveform error various bbh including extreme comparable mass ratio eccentric noneccentric orbits resulting time durations longer interval relativistic effects perihelion precession radiation reaction orbital plunge automatically accounted for outlined new datadriven studying dynamics binary black hole systems
